"Abbud Pasha
"Ahmed Zayat
"Ashraf Marwan
"Dodi Fayed
"Gamal Aziz, also known as Gamal Mohammed Abdelaziz
"Hassan Allam
"Khairat el-Shater
"Mohamed Al-Fayed
"Mohamed A. El-Erian
"Mahmoud Mohieldin
"Naguib Sawiris
"Nassef Sawiris
"Osman Ahmed Osman
"Raymond Lakah
"Rachid Mohamed Rachid
"Samih Sawiris
"Talaat Moustafa
"Talaat Pasha Harb
"Tharwat Bassily
"Youssef Boutros Ghali
"Ahdaf Soueif
"Alaa Abd El-Fattah
"Gigi Ibrahim
"Hossam el-Hamalawy
"Israa Abdel Fattah
"Kamal Khalil
"Kareem Amer
"Maikel Nabil Sanad
"Mohamed Ibrahim Mostafa
"Mona Eltahawy
"Mona Seif
"Nawara Negm
"Rehab Bassam
"Sameh Naguib
"Wael Abbas
"Wael Ghonim
"Wael Khalil
"Yasser Thabet
"Abdul Rahman Hassan Azzam
"Ahmed Aboul Gheit
"Ahmed Asmat Abdel-Meguid
"Ahmed Maher
"Ali Maher
"Amr Moussa
"Ashraf Ghorbal
"Aziz Ezzat Pasha
"Boutros Boutros Ghali
"F. D. Amr Bey
"Ihab el-Sherif
"Ismail Chirine
"Jean-Sélim Kanaan
"Kamil Abdul Rahim
"Maged A. Abdelaziz
"Mohammed Bassiouni
"Mohamed ElBaradei
"Mohammed Hassan El-Zayyat
"Mohammed Murad Ghaleb
"Mahmoud Riad
"Muhammad Ibrahim Kamel
"Muhammad Shaaban
"Nabil Fahmi
"Nadia Younes
"Omar Sharaf
"Ramzy Ezzeldin Ramzy
"Sameh Shoukry
"Tahseen Bashir
"al-Adid
"Al-Amir
"Al-Faiz
"Al-Hafiz
"Al-Hakim bi-Amr Allah
"Al-Musta'li
"Al-Zafir
"Ali az-Zahir
"al-Mustansir
"Abbas I
"Abbas Hilmi Pasha
"Cleopatra VII
"Farouk of Egypt
"Fuad I of Egypt
"Fuad II of Egypt
"Hatshepsut
"Ibrahim Pasha
"Muhammad Ali of Egypt
"Ptolemy I of Egypt
"Ptolemy II of Egypt
"Ptolemy III of Egypt
"Ptolemy IV of Egypt
"Ptolemy V of Egypt
"Ptolemy VI of Egypt
"Ptolemy VII of Egypt
"Ptolemy XII of Egypt
"Ptolemy XIII of Egypt
"Farida of Egypt
"Narriman Sadek
"Nazli Sabri
"Nefertiti
"Queen Karomama
"Shajar al-Durr
"Sitt al-Mulk
"Abaza Family
"Abdul Rahman Hassan Azzam
"Ahmad Esmat Abdel Meguid
"Ahmad Fathi Sorour
"Ahmad Mahir Pasha
"Ahmad Najib al-Hilali
"Ahmed Aboul Gheit
"Ahmed Lutfi el-Sayed
"Ahmed Nazif
"Ahmed Shafiq
"Ahmed Urabi
"Ali Pasha Mubarak
"Amr Moussa
"Atef Ebeid
"Ayman Nour
"Bahey El Din Barakat Pasha
"Boutros Boutros Ghali
"Boutros Ghali
"Fouad Serageddin
"Hussein Al Shafei
"Isma'il Sidqi
"Joseph de Picciotto Bey
"Kamal Ramzi Stino
"Makram Ebeid
"Mohamed AlBaradei
"Mohammad Farid
"Mohammed Tayea
"Mokhtar Khattab
"Mostafa Elwi Saif
"Muhammad Mahmoud Pasha
"Mustafa Kamil Pasha
"Mustafa an-Nahhas Pasha
"Numan Gumaa
"Rafik Habib
"Saad Zaghloul
"Stephan Bassily
"Wafik Moustafa
"Youssef Darwish
"Zakaria Mohieddin
"Abdel Fattah el-Sisi
"Muhammad Anwar Al Sadat
"Gamal Abdel Nasser
"Muhammad Hosni Mubarak
"Mohamed Morsi
"Muhammad Naguib
"Abdul Latif al-Baghdadi
"Ahmad Fakhri
"Ahmed Kamal
"Alexander Badawy
"Aziz Suryal Atiya
"Dhul-Nun al-Misri
"Kamal el-Mallakh
"Labib Habachi
"Mahmoud Maher Taha
"Naguib Kanawati
"Pahor Labib
"Selim Hassan
"Zahi Hawass
"Ahmed Hassanein
"Hannu
"Ibn Selim el-Aswani
"Nehsi
"Abdel Rahman Badawi
"Abdel Wahab Elmessiri
"Arnouphis
"Hassan Hanafi
"Ihab Hassan
"Mustafa Mahmoud
"Plotinus
"Rifa'a el-Tahtawi
"Zaki Naguib Mahmoud
"Abbas El Gamal
"Abū Kāmil Shujāʿ ibn Aslam
"Ahmad al-Qalqashandi
"Ahmad ibn Yusuf
"Ahmed ibn Yusuf
"Ahmed Zewail
"Ahmes
"Caleb Gattegno
"Ctesibius
"Diophantus
"Djer
"Elsayed Elsayed Wagih
"Eman Ghoneim
"Euclid
"Farouk El-Baz
"Farkhonda Hassan
"Gamal Hemdan
"Hamed Gohar
"Hero of Alexandria
"Hypatia of Alexandria
"Ibn al-Majdi
"Ibn Yunus
"Imhotep
"Mahmoud El Manhaly
"Mostafa El-Sayed
"Moustafa Mousharafa
"Nabil Hegazi
"Ptolemy
"Rashad Khalifa
"Riad Higazy
"Rushdi Said
"Sameera Moussa
"Sharif Basyouni
"Taher ElGamal
"Tarek Ali Hassan
"Theon of Alexandria
"Wafik El-Deiry
"Yehia El-Mashad
"Zosimos of Panopolis
"Ahmed Shafik
"Ali ibn Ridwan
